GRAPHEME	FROM_ROUNDEDNESS	FROM_HEIGHT	FROM_CENTRALITY	TO_ROUNDEDNESS	TO_HEIGHT	TO_CENTRALITY	ALIAS	EXTRA	NOTE
ɯə	from_unrounded	from_close	from_back	to_unrounded	to_mid	to_central			
ɯʏ	from_unrounded	from_close	from_back	to_rounded	to_near-close	to_near-front			
ɯɔ	from_unrounded	from_close	from_back	to_rounded	to_open-mid	to_back			
ɯɵ	from_unrounded	from_close	from_back	to_rounded	to_close-mid	to_central			
ɯɘ	from_unrounded	from_close	from_back	to_unrounded	to_close-mid	to_central			
ɯe̞	from_unrounded	from_close	from_back	to_unrounded	to_mid	to_front			
e̞ɞ̞	from_unrounded	from_mid	from_front	to_rounded	to_near-open	to_central			
e̞æ	from_unrounded	from_mid	from_front	to_unrounded	to_nearly-open	to_front			
e̞ɞ	from_unrounded	from_mid	from_front	to_rounded	to_open-mid	to_central			
e̞ɪ̈	from_unrounded	from_mid	from_front	to_unrounded	to_near-close	to_central			
e̞ɤ	from_unrounded	from_mid	from_front	to_unrounded	to_close-mid	to_back			
e̞ʉ	from_unrounded	from_mid	from_front	to_rounded	to_close	to_central			
e̞ɑ	from_unrounded	from_mid	from_front	to_unrounded	to_open	to_back			
e̞ɯ̽	from_unrounded	from_mid	from_front	to_unrounded	to_near-close	to_near-back			
e̞e	from_unrounded	from_mid	from_front	to_unrounded	to_close-mid	to_front			
e̞u	from_unrounded	from_mid	from_front	to_rounded	to_close	to_back			
e̞o	from_unrounded	from_mid	from_front	to_rounded	to_close-mid	to_back			
e̞ɜ	from_unrounded	from_mid	from_front	to_unrounded	to_open-mid	to_central			
e̞ɵ̞	from_unrounded	from_mid	from_front	to_rounded	to_mid	to_central			
e̞y	from_unrounded	from_mid	from_front	to_rounded	to_close	to_front			
e̞ɤ̞	from_unrounded	from_mid	from_front	to_unrounded	to_mid	to_back			
e̞ʊ	from_unrounded	from_mid	from_front	to_rounded	to_near-close	to_near-back			
e̞ɶ	from_unrounded	from_mid	from_front	to_rounded	to_open	to_front			
e̞ɨ	from_unrounded	from_mid	from_front	to_unrounded	to_close	to_central			
e̞ø̞	from_unrounded	from_mid	from_front	to_rounded	to_mid	to_front			
e̞ɐ	from_unrounded	from_mid	from_front	to_unrounded	to_nearly-open	to_central			
e̞œ	from_unrounded	from_mid	from_front	to_rounded	to_open-mid	to_front			
e̞ø	from_unrounded	from_mid	from_front	to_rounded	to_close-mid	to_front			
e̞ʊ̈	from_unrounded	from_mid	from_front	to_rounded	to_near-close	to_central			
e̞i	from_unrounded	from_mid	from_front	to_unrounded	to_close	to_front			
e̞ɛ	from_unrounded	from_mid	from_front	to_unrounded	to_open-mid	to_front			
e̞ɒ	from_unrounded	from_mid	from_front	to_rounded	to_open	to_back			
e̞a	from_unrounded	from_mid	from_front	to_unrounded	to_open	to_front			
e̞o̞	from_unrounded	from_mid	from_front	to_rounded	to_mid	to_back			
e̞ʌ	from_unrounded	from_mid	from_front	to_unrounded	to_open-mid	to_back			
e̞ɪ	from_unrounded	from_mid	from_front	to_unrounded	to_near-close	to_near-front			
e̞ə	from_unrounded	from_mid	from_front	to_unrounded	to_mid	to_central			
e̞ʏ	from_unrounded	from_mid	from_front	to_rounded	to_near-close	to_near-front			
e̞ɔ	from_unrounded	from_mid	from_front	to_rounded	to_open-mid	to_back			
e̞ɵ	from_unrounded	from_mid	from_front	to_rounded	to_close-mid	to_central			
e̞ɘ	from_unrounded	from_mid	from_front	to_unrounded	to_close-mid	to_central			
e̞ɯ	from_unrounded	from_mid	from_front	to_unrounded	to_close	to_back			
æɪ̃	from_unrounded	from_nearly-open	from_front	to_unrounded	to_near-close	to_near-front		to_nasalization:to_nasalized	
eaː	from_unrounded	from_close-mid	from_front	to_unrounded	to_open	to_front		to_duration:to_long	
eoː	from_unrounded	from_close-mid	from_front	to_rounded	to_close-mid	to_back		to_duration:to_long	
eã	from_unrounded	from_close-mid	from_front	to_unrounded	to_open	to_front		to_nasalization:to_nasalized	
ei̯	from_unrounded	from_close-mid	from_front	to_unrounded	to_close	to_front		to_syllabicity:to_non-syllabic	
ai̯	from_unrounded	from_open	from_front	to_unrounded	to_close	to_front		to_syllabicity:to_non-syllabic	
oi̯	from_rounded	from_close-mid	from_back	to_unrounded	to_close	to_front		to_syllabicity:to_non-syllabic	
ui̯	from_rounded	from_close	from_back	to_unrounded	to_close	to_front		to_syllabicity:to_non-syllabic	
eu̯	from_unrounded	from_close-mid	from_front	to_rounded	to_close	to_back		to_syllabicity:to_non-syllabic	
au̯	from_unrounded	from_open	from_front	to_rounded	to_close	to_back		to_syllabicity:to_non-syllabic	
ɑu̯	from_unrounded	from_open	from_back	to_rounded	to_close	to_back		to_syllabicity:to_non-syllabic	
ou̯	from_rounded	from_close-mid	from_back	to_rounded	to_close	to_back		to_syllabicity:to_non-syllabic	
oʊ̃	from_rounded	from_close-mid	from_back	to_rounded	to_near-close	to_near-back		to_nasalization:to_nasalized	
oũ	from_rounded	from_close-mid	from_back	to_rounded	to_close	to_back		to_nasalization:to_nasalized	
æi̯	from_unrounded	from_nearly-open	from_front	to_unrounded	to_close	to_front		to_syllabicity:to_non-syllabic	
iə̯	from_unrounded	from_close	from_front	to_unrounded	to_mid	to_central		to_syllabicity:to_non-syllabic	
yə̯	from_rounded	from_close	from_front	to_unrounded	to_mid	to_central		to_syllabicity:to_non-syllabic	
uə̯	from_rounded	from_close	from_back	to_unrounded	to_mid	to_central		to_syllabicity:to_non-syllabic	
æu̯	from_unrounded	from_nearly-open	from_front	to_rounded	to_close	to_back		to_syllabicity:to_non-syllabic	
