GRAPHEME	FROM_PHONATION	FROM_PLACE	FROM_MANNER	TO_PHONATION	TO_PLACE	TO_MANNER	ALIAS	EXTRA	NOTE
b̥ɗ	from_devoiced	from_bilabial	from_plosive	to_voiced	to_dental	to_implosive			
b̥ɟ	from_devoiced	from_bilabial	from_plosive	to_voiced	to_palatal	to_plosive			
b̥ɠ	from_devoiced	from_bilabial	from_plosive	to_voiced	to_velar	to_implosive			
b̥ɢ	from_devoiced	from_bilabial	from_plosive	to_voiced	to_uvular	to_plosive			
b̥ʄ	from_devoiced	from_bilabial	from_plosive	to_voiced	to_palatal	to_implosive			
b̥ʈ	from_devoiced	from_bilabial	from_plosive	to_voiceless	to_retroflex	to_plosive			
b̥ʔ	from_devoiced	from_bilabial	from_plosive	to_voiceless	to_glottal	to_plosive			
b̥ʛ	from_devoiced	from_bilabial	from_plosive	to_voiced	to_uvular	to_implosive			
b̥ʛ̥	from_devoiced	from_bilabial	from_plosive	to_voiceless	to_uvular	to_implosive			
b̥ʡ	from_devoiced	from_bilabial	from_plosive	to_voiceless	to_epiglottal	to_plosive			
cb	from_voiceless	from_palatal	from_plosive	to_voiced	to_bilabial	to_plosive			
cb̤	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
cb̥	from_voiceless	from_palatal	from_plosive	to_devoiced	to_bilabial	to_plosive			
ccʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
cd	from_voiceless	from_palatal	from_plosive	to_voiced	to_alveolar	to_plosive			
cd̠	from_voiceless	from_palatal	from_plosive	to_voiced	to_postalveolar	to_plosive			
cd̤	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
cd̪	from_voiceless	from_palatal	from_plosive	to_voiced	to_dental	to_plosive			
cd̪̈	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_dental	to_plosive			
cd̰	from_voiceless	from_palatal	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
cd̻	from_voiceless	from_palatal	from_plosive	to_voiced	to_lamino-dental	to_plosive			
cg	from_voiceless	from_palatal	from_plosive	to_voiced	to_velar	to_plosive			
cg̈	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_velar	to_plosive			
cg̊	from_voiceless	from_palatal	from_plosive	to_devoiced	to_velar	to_plosive			
ck	from_voiceless	from_palatal	from_plosive	to_voiceless	to_velar	to_plosive			
ckʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
cp	from_voiceless	from_palatal	from_plosive	to_voiceless	to_bilabial	to_plosive			
cpʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
cq	from_voiceless	from_palatal	from_plosive	to_voiceless	to_uvular	to_plosive			
cqʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ct	from_voiceless	from_palatal	from_plosive	to_voiceless	to_alveolar	to_plosive			
ctʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
ct̠	from_voiceless	from_palatal	from_plosive	to_voiceless	to_postalveolar	to_plosive			
ct̪	from_voiceless	from_palatal	from_plosive	to_voiceless	to_dental	to_plosive			
ct̻	from_voiceless	from_palatal	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
cɓ	from_voiceless	from_palatal	from_plosive	to_voiced	to_bilabial	to_implosive			
cɖ	from_voiceless	from_palatal	from_plosive	to_voiced	to_retroflex	to_plosive			
cɖ̤	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
cɗ	from_voiceless	from_palatal	from_plosive	to_voiced	to_dental	to_implosive			
cɟ	from_voiceless	from_palatal	from_plosive	to_voiced	to_palatal	to_plosive			
cɠ	from_voiceless	from_palatal	from_plosive	to_voiced	to_velar	to_implosive			
cɢ	from_voiceless	from_palatal	from_plosive	to_voiced	to_uvular	to_plosive			
cʄ	from_voiceless	from_palatal	from_plosive	to_voiced	to_palatal	to_implosive			
cʈ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_retroflex	to_plosive			
cʔ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_glottal	to_plosive			
cʛ	from_voiceless	from_palatal	from_plosive	to_voiced	to_uvular	to_implosive			
cʛ̥	from_voiceless	from_palatal	from_plosive	to_voiceless	to_uvular	to_implosive			
cʡ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_epiglottal	to_plosive			
cʼb	from_voiceless	from_palatal	from_plosive	to_voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
cʼb̤	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
cʼb̥	from_voiceless	from_palatal	from_plosive	to_devoiced	to_bilabial	to_plosive		from_ejection:from_ejective	
cʼc	from_voiceless	from_palatal	from_plosive	to_voiceless	to_palatal	to_plosive		from_ejection:from_ejective	
cʼd	from_voiceless	from_palatal	from_plosive	to_voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
cʼd̠	from_voiceless	from_palatal	from_plosive	to_voiced	to_postalveolar	to_plosive		from_ejection:from_ejective	
cʼd̤	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
cʼd̪	from_voiceless	from_palatal	from_plosive	to_voiced	to_dental	to_plosive		from_ejection:from_ejective	
cʼd̪̈	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_dental	to_plosive		from_ejection:from_ejective	
cʼd̰	from_voiceless	from_palatal	from_plosive	to_creaky-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
cʼd̻	from_voiceless	from_palatal	from_plosive	to_voiced	to_lamino-dental	to_plosive		from_ejection:from_ejective	
cʼg	from_voiceless	from_palatal	from_plosive	to_voiced	to_velar	to_plosive		from_ejection:from_ejective	
cʼg̈	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_velar	to_plosive		from_ejection:from_ejective	
cʼg̊	from_voiceless	from_palatal	from_plosive	to_devoiced	to_velar	to_plosive		from_ejection:from_ejective	
cʼk	from_voiceless	from_palatal	from_plosive	to_voiceless	to_velar	to_plosive		from_ejection:from_ejective	
cʼkʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_velar	to_plosive		from_ejection:from_ejective,to_ejection:to_ejective	
cʼp	from_voiceless	from_palatal	from_plosive	to_voiceless	to_bilabial	to_plosive		from_ejection:from_ejective	
cʼpʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
cʼq	from_voiceless	from_palatal	from_plosive	to_voiceless	to_uvular	to_plosive		from_ejection:from_ejective	
cʼqʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
cʼt	from_voiceless	from_palatal	from_plosive	to_voiceless	to_alveolar	to_plosive		from_ejection:from_ejective	
cʼtʼ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
cʼt̠	from_voiceless	from_palatal	from_plosive	to_voiceless	to_postalveolar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
cʼt̪	from_voiceless	from_palatal	from_plosive	to_voiceless	to_dental	to_plosive		from_ejection:from_ejective	
cʼt̻	from_voiceless	from_palatal	from_plosive	to_voiceless	to_lamino-dental	to_plosive		from_ejection:from_ejective	
cʼɓ	from_voiceless	from_palatal	from_plosive	to_voiced	to_bilabial	to_implosive		from_ejection:from_ejective	
cʼɖ	from_voiceless	from_palatal	from_plosive	to_voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
cʼɖ̤	from_voiceless	from_palatal	from_plosive	to_breathy-voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
cʼɗ	from_voiceless	from_palatal	from_plosive	to_voiced	to_dental	to_implosive		from_ejection:from_ejective	
cʼɟ	from_voiceless	from_palatal	from_plosive	to_voiced	to_palatal	to_plosive		from_ejection:from_ejective	
cʼɠ	from_voiceless	from_palatal	from_plosive	to_voiced	to_velar	to_implosive		from_ejection:from_ejective	
cʼɢ	from_voiceless	from_palatal	from_plosive	to_voiced	to_uvular	to_plosive		from_ejection:from_ejective	
cʼʄ	from_voiceless	from_palatal	from_plosive	to_voiced	to_palatal	to_implosive		from_ejection:from_ejective	
cʼʈ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_retroflex	to_plosive		from_ejection:from_ejective	
cʼʔ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_glottal	to_plosive		from_ejection:from_ejective	
cʼʛ	from_voiceless	from_palatal	from_plosive	to_voiced	to_uvular	to_implosive		from_ejection:from_ejective	
cʼʛ̥	from_voiceless	from_palatal	from_plosive	to_voiceless	to_uvular	to_implosive		from_ejection:from_ejective	
cʼʡ	from_voiceless	from_palatal	from_plosive	to_voiceless	to_epiglottal	to_plosive		from_ejection:from_ejective	
db	from_voiced	from_alveolar	from_plosive	to_voiced	to_bilabial	to_plosive			
db̤	from_voiced	from_alveolar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
db̥	from_voiced	from_alveolar	from_plosive	to_devoiced	to_bilabial	to_plosive			
dc	from_voiced	from_alveolar	from_plosive	to_voiceless	to_palatal	to_plosive			
dcʼ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
dd̠	from_voiced	from_alveolar	from_plosive	to_voiced	to_postalveolar	to_plosive			
dd̤	from_voiced	from_alveolar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
dd̪	from_voiced	from_alveolar	from_plosive	to_voiced	to_dental	to_plosive			
dd̪̈	from_voiced	from_alveolar	from_plosive	to_breathy-voiced	to_dental	to_plosive			
dd̰	from_voiced	from_alveolar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
dd̻	from_voiced	from_alveolar	from_plosive	to_voiced	to_lamino-dental	to_plosive			
dg	from_voiced	from_alveolar	from_plosive	to_voiced	to_velar	to_plosive			
dg̈	from_voiced	from_alveolar	from_plosive	to_breathy-voiced	to_velar	to_plosive			
dg̊	from_voiced	from_alveolar	from_plosive	to_devoiced	to_velar	to_plosive			
dk	from_voiced	from_alveolar	from_plosive	to_voiceless	to_velar	to_plosive			
dkʼ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
dp	from_voiced	from_alveolar	from_plosive	to_voiceless	to_bilabial	to_plosive			
dpʼ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
dq	from_voiced	from_alveolar	from_plosive	to_voiceless	to_uvular	to_plosive			
dqʼ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
dt	from_voiced	from_alveolar	from_plosive	to_voiceless	to_alveolar	to_plosive			
dtʼ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
dt̠	from_voiced	from_alveolar	from_plosive	to_voiceless	to_postalveolar	to_plosive			
dt̪	from_voiced	from_alveolar	from_plosive	to_voiceless	to_dental	to_plosive			
dt̻	from_voiced	from_alveolar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
dɓ	from_voiced	from_alveolar	from_plosive	to_voiced	to_bilabial	to_implosive			
dɖ	from_voiced	from_alveolar	from_plosive	to_voiced	to_retroflex	to_plosive			
dɖ̤	from_voiced	from_alveolar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
dɗ	from_voiced	from_alveolar	from_plosive	to_voiced	to_dental	to_implosive			
dɟ	from_voiced	from_alveolar	from_plosive	to_voiced	to_palatal	to_plosive			
dɠ	from_voiced	from_alveolar	from_plosive	to_voiced	to_velar	to_implosive			
dɢ	from_voiced	from_alveolar	from_plosive	to_voiced	to_uvular	to_plosive			
dʄ	from_voiced	from_alveolar	from_plosive	to_voiced	to_palatal	to_implosive			
dʈ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_retroflex	to_plosive			
dʔ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_glottal	to_plosive			
dʛ	from_voiced	from_alveolar	from_plosive	to_voiced	to_uvular	to_implosive			
dʛ̥	from_voiced	from_alveolar	from_plosive	to_voiceless	to_uvular	to_implosive			
dʡ	from_voiced	from_alveolar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
d̠b	from_voiced	from_postalveolar	from_plosive	to_voiced	to_bilabial	to_plosive			
d̠b̤	from_voiced	from_postalveolar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
d̠b̥	from_voiced	from_postalveolar	from_plosive	to_devoiced	to_bilabial	to_plosive			
d̠c	from_voiced	from_postalveolar	from_plosive	to_voiceless	to_palatal	to_plosive			
d̠cʼ	from_voiced	from_postalveolar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
d̠d	from_voiced	from_postalveolar	from_plosive	to_voiced	to_alveolar	to_plosive			
