GRAPHEME	FROM_PHONATION	FROM_PLACE	FROM_MANNER	TO_PHONATION	TO_PLACE	TO_MANNER	ALIAS	EXTRA	NOTE
pʡ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_epiglottal	to_plosive			
pʼb	from_voiceless	from_bilabial	from_plosive	to_voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
pʼb̤	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
pʼb̥	from_voiceless	from_bilabial	from_plosive	to_devoiced	to_bilabial	to_plosive		from_ejection:from_ejective	
pʼc	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_palatal	to_plosive		from_ejection:from_ejective	
pʼcʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
pʼd	from_voiceless	from_bilabial	from_plosive	to_voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
pʼd̠	from_voiceless	from_bilabial	from_plosive	to_voiced	to_postalveolar	to_plosive		from_ejection:from_ejective	
pʼd̤	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
pʼd̪	from_voiceless	from_bilabial	from_plosive	to_voiced	to_dental	to_plosive		from_ejection:from_ejective	
pʼd̪̈	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_dental	to_plosive		from_ejection:from_ejective	
pʼd̰	from_voiceless	from_bilabial	from_plosive	to_creaky-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
pʼd̻	from_voiceless	from_bilabial	from_plosive	to_voiced	to_lamino-dental	to_plosive		from_ejection:from_ejective	
pʼg	from_voiceless	from_bilabial	from_plosive	to_voiced	to_velar	to_plosive		from_ejection:from_ejective	
pʼg̈	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_velar	to_plosive		from_ejection:from_ejective	
pʼg̊	from_voiceless	from_bilabial	from_plosive	to_devoiced	to_velar	to_plosive		from_ejection:from_ejective	
pʼk	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_velar	to_plosive		from_ejection:from_ejective	
pʼkʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
pʼp	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_bilabial	to_plosive		from_ejection:from_ejective	
pʼq	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_uvular	to_plosive		from_ejection:from_ejective	
pʼqʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
pʼt	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_alveolar	to_plosive		from_ejection:from_ejective	
pʼtʼ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
pʼt̠	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_postalveolar	to_plosive		from_ejection:from_ejective	
pʼt̪	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_dental	to_plosive		from_ejection:from_ejective	
pʼt̻	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_lamino-dental	to_plosive		from_ejection:from_ejective	
pʼɓ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_bilabial	to_implosive		from_ejection:from_ejective	
pʼɖ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
pʼɖ̤	from_voiceless	from_bilabial	from_plosive	to_breathy-voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
pʼɗ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_dental	to_implosive		from_ejection:from_ejective	
pʼɟ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_palatal	to_plosive		from_ejection:from_ejective	
pʼɠ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_velar	to_implosive		from_ejection:from_ejective	
pʼɢ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_uvular	to_plosive		from_ejection:from_ejective	
pʼʄ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_palatal	to_implosive		from_ejection:from_ejective	
pʼʈ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_retroflex	to_plosive		from_ejection:from_ejective	
pʼʔ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_glottal	to_plosive		from_ejection:from_ejective	
pʼʛ	from_voiceless	from_bilabial	from_plosive	to_voiced	to_uvular	to_implosive		from_ejection:from_ejective	
pʼʛ̥	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_uvular	to_implosive		from_ejection:from_ejective	
pʼʡ	from_voiceless	from_bilabial	from_plosive	to_voiceless	to_epiglottal	to_plosive		from_ejection:from_ejective	
qb	from_voiceless	from_uvular	from_plosive	to_voiced	to_bilabial	to_plosive			
qb̤	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
qb̥	from_voiceless	from_uvular	from_plosive	to_devoiced	to_bilabial	to_plosive			
qc	from_voiceless	from_uvular	from_plosive	to_voiceless	to_palatal	to_plosive			
qcʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
qd	from_voiceless	from_uvular	from_plosive	to_voiced	to_alveolar	to_plosive			
qd̠	from_voiceless	from_uvular	from_plosive	to_voiced	to_postalveolar	to_plosive			
qd̤	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
qd̪	from_voiceless	from_uvular	from_plosive	to_voiced	to_dental	to_plosive			
qd̪̈	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_dental	to_plosive			
qd̰	from_voiceless	from_uvular	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
qd̻	from_voiceless	from_uvular	from_plosive	to_voiced	to_lamino-dental	to_plosive			
qg	from_voiceless	from_uvular	from_plosive	to_voiced	to_velar	to_plosive			
qg̈	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_velar	to_plosive			
qg̊	from_voiceless	from_uvular	from_plosive	to_devoiced	to_velar	to_plosive			
qk	from_voiceless	from_uvular	from_plosive	to_voiceless	to_velar	to_plosive			
qkʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
qp	from_voiceless	from_uvular	from_plosive	to_voiceless	to_bilabial	to_plosive			
qpʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
qqʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
qt	from_voiceless	from_uvular	from_plosive	to_voiceless	to_alveolar	to_plosive			
qtʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
qt̠	from_voiceless	from_uvular	from_plosive	to_voiceless	to_postalveolar	to_plosive			
qt̪	from_voiceless	from_uvular	from_plosive	to_voiceless	to_dental	to_plosive			
qt̻	from_voiceless	from_uvular	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
qɓ	from_voiceless	from_uvular	from_plosive	to_voiced	to_bilabial	to_implosive			
qɖ	from_voiceless	from_uvular	from_plosive	to_voiced	to_retroflex	to_plosive			
qɖ̤	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
qɗ	from_voiceless	from_uvular	from_plosive	to_voiced	to_dental	to_implosive			
qɟ	from_voiceless	from_uvular	from_plosive	to_voiced	to_palatal	to_plosive			
qɠ	from_voiceless	from_uvular	from_plosive	to_voiced	to_velar	to_implosive			
qɢ	from_voiceless	from_uvular	from_plosive	to_voiced	to_uvular	to_plosive			
qʄ	from_voiceless	from_uvular	from_plosive	to_voiced	to_palatal	to_implosive			
qʈ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_retroflex	to_plosive			
qʔ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_glottal	to_plosive			
qʛ	from_voiceless	from_uvular	from_plosive	to_voiced	to_uvular	to_implosive			
qʛ̥	from_voiceless	from_uvular	from_plosive	to_voiceless	to_uvular	to_implosive			
qʡ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_epiglottal	to_plosive			
qʼb	from_voiceless	from_uvular	from_plosive	to_voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
qʼb̤	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
qʼb̥	from_voiceless	from_uvular	from_plosive	to_devoiced	to_bilabial	to_plosive		from_ejection:from_ejective	
qʼc	from_voiceless	from_uvular	from_plosive	to_voiceless	to_palatal	to_plosive		from_ejection:from_ejective	
qʼcʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
qʼd	from_voiceless	from_uvular	from_plosive	to_voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
qʼd̠	from_voiceless	from_uvular	from_plosive	to_voiced	to_postalveolar	to_plosive		from_ejection:from_ejective	
qʼd̤	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
qʼd̪	from_voiceless	from_uvular	from_plosive	to_voiced	to_dental	to_plosive		from_ejection:from_ejective	
qʼd̪̈	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_dental	to_plosive		from_ejection:from_ejective	
qʼd̰	from_voiceless	from_uvular	from_plosive	to_creaky-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
qʼd̻	from_voiceless	from_uvular	from_plosive	to_voiced	to_lamino-dental	to_plosive		from_ejection:from_ejective	
qʼg	from_voiceless	from_uvular	from_plosive	to_voiced	to_velar	to_plosive		from_ejection:from_ejective	
qʼg̈	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_velar	to_plosive		from_ejection:from_ejective	
qʼg̊	from_voiceless	from_uvular	from_plosive	to_devoiced	to_velar	to_plosive		from_ejection:from_ejective	
qʼk	from_voiceless	from_uvular	from_plosive	to_voiceless	to_velar	to_plosive		from_ejection:from_ejective	
qʼkʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
qʼp	from_voiceless	from_uvular	from_plosive	to_voiceless	to_bilabial	to_plosive		from_ejection:from_ejective	
qʼpʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
qʼq	from_voiceless	from_uvular	from_plosive	to_voiceless	to_uvular	to_plosive		from_ejection:from_ejective	
qʼt	from_voiceless	from_uvular	from_plosive	to_voiceless	to_alveolar	to_plosive		from_ejection:from_ejective	
qʼtʼ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
qʼt̠	from_voiceless	from_uvular	from_plosive	to_voiceless	to_postalveolar	to_plosive		from_ejection:from_ejective	
qʼt̪	from_voiceless	from_uvular	from_plosive	to_voiceless	to_dental	to_plosive		from_ejection:from_ejective	
qʼt̻	from_voiceless	from_uvular	from_plosive	to_voiceless	to_lamino-dental	to_plosive		from_ejection:from_ejective	
qʼɓ	from_voiceless	from_uvular	from_plosive	to_voiced	to_bilabial	to_implosive		from_ejection:from_ejective	
qʼɖ	from_voiceless	from_uvular	from_plosive	to_voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
qʼɖ̤	from_voiceless	from_uvular	from_plosive	to_breathy-voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
qʼɗ	from_voiceless	from_uvular	from_plosive	to_voiced	to_dental	to_implosive		from_ejection:from_ejective	
qʼɟ	from_voiceless	from_uvular	from_plosive	to_voiced	to_palatal	to_plosive		from_ejection:from_ejective	
qʼɠ	from_voiceless	from_uvular	from_plosive	to_voiced	to_velar	to_implosive		from_ejection:from_ejective	
qʼɢ	from_voiceless	from_uvular	from_plosive	to_voiced	to_uvular	to_plosive		from_ejection:from_ejective	
qʼʄ	from_voiceless	from_uvular	from_plosive	to_voiced	to_palatal	to_implosive		from_ejection:from_ejective	
qʼʈ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_retroflex	to_plosive		from_ejection:from_ejective	
qʼʔ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_glottal	to_plosive		from_ejection:from_ejective	
qʼʛ	from_voiceless	from_uvular	from_plosive	to_voiced	to_uvular	to_implosive		from_ejection:from_ejective	
qʼʛ̥	from_voiceless	from_uvular	from_plosive	to_voiceless	to_uvular	to_implosive		from_ejection:from_ejective	
qʼʡ	from_voiceless	from_uvular	from_plosive	to_voiceless	to_epiglottal	to_plosive		from_ejection:from_ejective	
tb	from_voiceless	from_alveolar	from_plosive	to_voiced	to_bilabial	to_plosive			
tb̤	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
tb̥	from_voiceless	from_alveolar	from_plosive	to_devoiced	to_bilabial	to_plosive			
tc	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_palatal	to_plosive			
tcʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
td	from_voiceless	from_alveolar	from_plosive	to_voiced	to_alveolar	to_plosive			
td̠	from_voiceless	from_alveolar	from_plosive	to_voiced	to_postalveolar	to_plosive			
td̤	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
td̪	from_voiceless	from_alveolar	from_plosive	to_voiced	to_dental	to_plosive			
td̪̈	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_dental	to_plosive			
td̰	from_voiceless	from_alveolar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
td̻	from_voiceless	from_alveolar	from_plosive	to_voiced	to_lamino-dental	to_plosive			
tg	from_voiceless	from_alveolar	from_plosive	to_voiced	to_velar	to_plosive			
tg̈	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_velar	to_plosive			
tg̊	from_voiceless	from_alveolar	from_plosive	to_devoiced	to_velar	to_plosive			
tk	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_velar	to_plosive			
tkʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
tp	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_bilabial	to_plosive			
tpʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
tq	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_uvular	to_plosive			
tqʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
ttʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
tt̠	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_postalveolar	to_plosive			
tt̪	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_dental	to_plosive			
tt̻	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
tɓ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_bilabial	to_implosive			
tɖ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_retroflex	to_plosive			
tɖ̤	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
tɗ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_dental	to_implosive			
tɟ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_palatal	to_plosive			
tɠ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_velar	to_implosive			
tɢ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_uvular	to_plosive			
tʄ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_palatal	to_implosive			
tʈ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_retroflex	to_plosive			
tʔ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_glottal	to_plosive			
tʙ̥	from_unvoiced	from_alveolar	from_plosive	to_unvoiced	to_bilabial	to_trill			
tʛ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_uvular	to_implosive			
tʛ̥	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_uvular	to_implosive			
tʡ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
tʼb	from_voiceless	from_alveolar	from_plosive	to_voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
tʼb̤	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive		from_ejection:from_ejective	
tʼb̥	from_voiceless	from_alveolar	from_plosive	to_devoiced	to_bilabial	to_plosive		from_ejection:from_ejective	
tʼc	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_palatal	to_plosive		from_ejection:from_ejective	
tʼcʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
tʼd	from_voiceless	from_alveolar	from_plosive	to_voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
tʼd̠	from_voiceless	from_alveolar	from_plosive	to_voiced	to_postalveolar	to_plosive		from_ejection:from_ejective	
tʼd̤	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
tʼd̪	from_voiceless	from_alveolar	from_plosive	to_voiced	to_dental	to_plosive		from_ejection:from_ejective	
tʼd̪̈	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_dental	to_plosive		from_ejection:from_ejective	
tʼd̰	from_voiceless	from_alveolar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive		from_ejection:from_ejective	
tʼd̻	from_voiceless	from_alveolar	from_plosive	to_voiced	to_lamino-dental	to_plosive		from_ejection:from_ejective	
tʼg	from_voiceless	from_alveolar	from_plosive	to_voiced	to_velar	to_plosive		from_ejection:from_ejective	
tʼg̈	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_velar	to_plosive		from_ejection:from_ejective	
tʼg̊	from_voiceless	from_alveolar	from_plosive	to_devoiced	to_velar	to_plosive		from_ejection:from_ejective	
tʼk	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_velar	to_plosive		from_ejection:from_ejective	
tʼkʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
tʼp	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_bilabial	to_plosive		from_ejection:from_ejective	
tʼpʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
tʼq	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_uvular	to_plosive		from_ejection:from_ejective	
tʼqʼ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective,from_ejection:from_ejective	
tʼt	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_alveolar	to_plosive		from_ejection:from_ejective	
tʼt̠	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_postalveolar	to_plosive		from_ejection:from_ejective	
tʼt̪	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_dental	to_plosive		from_ejection:from_ejective	
tʼt̻	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_lamino-dental	to_plosive		from_ejection:from_ejective	
tʼɓ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_bilabial	to_implosive		from_ejection:from_ejective	
tʼɖ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
tʼɖ̤	from_voiceless	from_alveolar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive		from_ejection:from_ejective	
tʼɗ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_dental	to_implosive		from_ejection:from_ejective	
tʼɟ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_palatal	to_plosive		from_ejection:from_ejective	
tʼɠ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_velar	to_implosive		from_ejection:from_ejective	
tʼɢ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_uvular	to_plosive		from_ejection:from_ejective	
tʼʄ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_palatal	to_implosive		from_ejection:from_ejective	
tʼʈ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_retroflex	to_plosive		from_ejection:from_ejective	
tʼʔ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_glottal	to_plosive		from_ejection:from_ejective	
tʼʛ	from_voiceless	from_alveolar	from_plosive	to_voiced	to_uvular	to_implosive		from_ejection:from_ejective	
tʼʛ̥	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_uvular	to_implosive		from_ejection:from_ejective	
tʼʡ	from_voiceless	from_alveolar	from_plosive	to_voiceless	to_epiglottal	to_plosive		from_ejection:from_ejective	
t̠b	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_bilabial	to_plosive			
t̠b̤	from_voiceless	from_postalveolar	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
t̠b̥	from_voiceless	from_postalveolar	from_plosive	to_devoiced	to_bilabial	to_plosive			
t̠c	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_palatal	to_plosive			
t̠cʼ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
t̠d	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_alveolar	to_plosive			
t̠d̠	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_postalveolar	to_plosive			
t̠d̤	from_voiceless	from_postalveolar	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
t̠d̪	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_dental	to_plosive			
t̠d̪̈	from_voiceless	from_postalveolar	from_plosive	to_breathy-voiced	to_dental	to_plosive			
t̠d̰	from_voiceless	from_postalveolar	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
t̠d̻	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_lamino-dental	to_plosive			
t̠g	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_velar	to_plosive			
t̠g̈	from_voiceless	from_postalveolar	from_plosive	to_breathy-voiced	to_velar	to_plosive			
t̠g̊	from_voiceless	from_postalveolar	from_plosive	to_devoiced	to_velar	to_plosive			
t̠k	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_velar	to_plosive			
t̠kʼ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
t̠p	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_bilabial	to_plosive			
t̠pʼ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
t̠q	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_uvular	to_plosive			
t̠qʼ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
t̠t	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_alveolar	to_plosive			
t̠tʼ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
t̠t̪	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_dental	to_plosive			
t̠t̻	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
t̠ɓ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_bilabial	to_implosive			
t̠ɖ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_retroflex	to_plosive			
t̠ɖ̤	from_voiceless	from_postalveolar	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
t̠ɗ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_dental	to_implosive			
t̠ɟ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_palatal	to_plosive			
t̠ɠ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_velar	to_implosive			
t̠ɢ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_uvular	to_plosive			
t̠ʄ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_palatal	to_implosive			
t̠ʈ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_retroflex	to_plosive			
t̠ʔ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_glottal	to_plosive			
t̠ʛ	from_voiceless	from_postalveolar	from_plosive	to_voiced	to_uvular	to_implosive			
t̠ʛ̥	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_uvular	to_implosive			
t̠ʡ	from_voiceless	from_postalveolar	from_plosive	to_voiceless	to_epiglottal	to_plosive			
t̪b	from_voiceless	from_dental	from_plosive	to_voiced	to_bilabial	to_plosive			
t̪b̤	from_voiceless	from_dental	from_plosive	to_breathy-voiced	to_bilabial	to_plosive			
t̪b̥	from_voiceless	from_dental	from_plosive	to_devoiced	to_bilabial	to_plosive			
t̪c	from_voiceless	from_dental	from_plosive	to_voiceless	to_palatal	to_plosive			
t̪cʼ	from_voiceless	from_dental	from_plosive	to_voiceless	to_palatal	to_plosive		to_ejection:to_ejective	
t̪d	from_voiceless	from_dental	from_plosive	to_voiced	to_alveolar	to_plosive			
t̪d̠	from_voiceless	from_dental	from_plosive	to_voiced	to_postalveolar	to_plosive			
t̪d̤	from_voiceless	from_dental	from_plosive	to_breathy-voiced	to_alveolar	to_plosive			
t̪d̪	from_voiceless	from_dental	from_plosive	to_voiced	to_dental	to_plosive			
t̪d̪̈	from_voiceless	from_dental	from_plosive	to_breathy-voiced	to_dental	to_plosive			
t̪d̰	from_voiceless	from_dental	from_plosive	to_creaky-voiced	to_alveolar	to_plosive			
t̪d̻	from_voiceless	from_dental	from_plosive	to_voiced	to_lamino-dental	to_plosive			
t̪g	from_voiceless	from_dental	from_plosive	to_voiced	to_velar	to_plosive			
t̪g̈	from_voiceless	from_dental	from_plosive	to_breathy-voiced	to_velar	to_plosive			
t̪g̊	from_voiceless	from_dental	from_plosive	to_devoiced	to_velar	to_plosive			
t̪k	from_voiceless	from_dental	from_plosive	to_voiceless	to_velar	to_plosive			
t̪kʼ	from_voiceless	from_dental	from_plosive	to_voiceless	to_velar	to_plosive		to_ejection:to_ejective	
t̪p	from_voiceless	from_dental	from_plosive	to_voiceless	to_bilabial	to_plosive			
t̪pʼ	from_voiceless	from_dental	from_plosive	to_voiceless	to_bilabial	to_plosive		to_ejection:to_ejective	
t̪q	from_voiceless	from_dental	from_plosive	to_voiceless	to_uvular	to_plosive			
t̪qʼ	from_voiceless	from_dental	from_plosive	to_voiceless	to_uvular	to_plosive		to_ejection:to_ejective	
t̪t	from_voiceless	from_dental	from_plosive	to_voiceless	to_alveolar	to_plosive			
t̪tʼ	from_voiceless	from_dental	from_plosive	to_voiceless	to_alveolar	to_plosive		to_ejection:to_ejective	
t̪t̠	from_voiceless	from_dental	from_plosive	to_voiceless	to_postalveolar	to_plosive			
t̪t̻	from_voiceless	from_dental	from_plosive	to_voiceless	to_lamino-dental	to_plosive			
t̪ɓ	from_voiceless	from_dental	from_plosive	to_voiced	to_bilabial	to_implosive			
t̪ɖ	from_voiceless	from_dental	from_plosive	to_voiced	to_retroflex	to_plosive			
t̪ɖ̤	from_voiceless	from_dental	from_plosive	to_breathy-voiced	to_retroflex	to_plosive			
t̪ɗ	from_voiceless	from_dental	from_plosive	to_voiced	to_dental	to_implosive			
t̪ɟ	from_voiceless	from_dental	from_plosive	to_voiced	to_palatal	to_plosive			
t̪ɠ	from_voiceless	from_dental	from_plosive	to_voiced	to_velar	to_implosive			
