CLTS_NAME	BIPA_GRAPHEME	CV_CLASS	PROSODY_CLASS	SCA_CLASS	DOLGOPOLSKY_CLASS	ASJP_CLASS	COLOR_CLASS
voiced lateral stop-cluster voiced-glottal click	gǁh	C	1	K	K	g	#c89664
voiced lateral stop-cluster glottal click	gǁʔ	C	1	K	K	g	#c89664
voiceless labial stop-segment click	ʘ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-fricative click	ʘχ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-affricate click	ʘqχ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-ejective-affricate click	ʘqχʼ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-plosive click	ʘq	0	0	0	0	0	0
voiceless labial stop-cluster uvular-voiced-plosive click	ʘɢ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-aspirated-plosive click	ʘqʰ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-voiced-aspirated-plosive click	ʘɢʰ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-ejective-plosive click	ʘqʼ	0	0	0	0	0	0
voiceless labial stop-cluster uvular-voiced-ejective-plosive click	ʘɢʼ	0	0	0	0	0	0
voiceless labial stop-cluster voiced-glottal click	ʘh	0	0	0	0	0	0
voiceless labial stop-cluster glottal click	ʘʔ	0	0	0	0	0	0
voiceless dental stop-segment click	ǀ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-fricative click	ǀχ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-affricate click	ǀqχ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-ejective-affricate click	ǀqχʼ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-plosive click	ǀq	0	0	0	0	0	0
voiceless dental stop-cluster uvular-voiced-plosive click	ǀɢ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-aspirated-plosive click	ǀqʰ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-voiced-aspirated-plosive click	ǀɢʰ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-ejective-plosive click	ǀqʼ	0	0	0	0	0	0
voiceless dental stop-cluster uvular-voiced-ejective-plosive click	ǀɢʼ	0	0	0	0	0	0
voiceless dental stop-cluster voiced-glottal click	ǀh	0	0	0	0	0	0
voiceless dental stop-cluster glottal click	ǀʔ	0	0	0	0	0	0
voiceless alveolar stop-segment click	ǃ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-fricative click	ǃχ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-affricate click	ǃqχ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-ejective-affricate click	ǃqχʼ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-plosive click	ǃq	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-voiced-plosive click	ǃɢ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-aspirated-plosive click	ǃqʰ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-voiced-aspirated-plosive click	ǃɢʰ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-ejective-plosive click	ǃqʼ	0	0	0	0	0	0
voiceless alveolar stop-cluster uvular-voiced-ejective-plosive click	ǃɢʼ	0	0	0	0	0	0
voiceless alveolar stop-cluster voiced-glottal click	ǃh	0	0	0	0	0	0
voiceless alveolar stop-cluster glottal click	ǃʔ	0	0	0	0	0	0
voiceless palatal stop-segment click	ǂ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-fricative click	ǂχ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-affricate click	ǂqχ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-ejective-affricate click	ǂqχʼ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-plosive click	ǂq	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-voiced-plosive click	ǂɢ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-aspirated-plosive click	ǂqʰ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-voiced-aspirated-plosive click	ǂɢʰ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-ejective-plosive click	ǂqʼ	0	0	0	0	0	0
voiceless palatal stop-cluster uvular-voiced-ejective-plosive click	ǂɢʼ	0	0	0	0	0	0
voiceless palatal stop-cluster voiced-glottal click	ǂh	0	0	0	0	0	0
voiceless palatal stop-cluster glottal click	ǂʔ	0	0	0	0	0	0
voiceless lateral stop-segment click	ǁ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-fricative click	ǁχ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-affricate click	ǁqχ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-ejective-affricate click	ǁqχʼ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-plosive click	ǁq	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-voiced-plosive click	ǁɢ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-aspirated-plosive click	ǁqʰ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-voiced-aspirated-plosive click	ǁɢʰ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-ejective-plosive click	ǁqʼ	0	0	0	0	0	0
voiceless lateral stop-cluster uvular-voiced-ejective-plosive click	ǁɢʼ	0	0	0	0	0	0
voiceless lateral stop-cluster voiced-glottal click	ǁh	0	0	0	0	0	0
voiceless lateral stop-cluster glottal click	ǁʔ	0	0	0	0	0	0
voiced labial nasal click	ŋʘ	C	4	N	N	N	#64c8c8
voiced dental nasal click	ŋǀ	C	4	N	N	N	#64c8c8
voiced alveolar nasal click	ŋǃ	C	4	N	N	N	#64c8c8
voiced palatal nasal click	ŋǂ	C	4	N	N	N	#64c8c8
voiced lateral nasal click	ŋǁ	C	4	N	N	N	#64c8c8
voiced labial nasal devoiced click	ŋ̊ʘ	C	4	N	N	N	#64c8c8
voiced dental nasal devoiced click	ŋ̊ǀ	C	4	N	N	N	#64c8c8
voiced alveolar nasal devoiced click	ŋ̊ǃ	C	4	N	N	N	#64c8c8
voiced palatal nasal devoiced click	ŋ̊ǂ	C	4	N	N	N	#64c8c8
voiced lateral nasal devoiced click	ŋ̊ǁ	C	4	N	N	N	#64c8c8
pre-glottalized voiced labial nasal click	ˀŋʘ	C	4	N	N	N	#64c8c8
pre-glottalized voiced dental nasal click	ˀŋǀ	C	4	N	N	N	#64c8c8
pre-glottalized voiced alveolar nasal click	ˀŋǃ	C	4	N	N	N	#64c8c8
pre-glottalized voiced palatal nasal click	ˀŋǂ	C	4	N	N	N	#64c8c8
pre-glottalized voiced lateral nasal click	ˀŋǁ	C	4	N	N	N	#64c8c8
postoralized voiced labial nasal click	ŋgʘ	C	4	N	N	N	#64c8c8
postoralized voiced dental nasal click	ŋgǀ	C	4	N	N	N	#64c8c8
postoralized voiced alveolar nasal click	ŋgǃ	C	4	N	N	N	#64c8c8
postoralized voiced palatal nasal click	ŋgǂ	C	4	N	N	N	#64c8c8
postoralized voiced lateral nasal click	ŋgǁ	C	4	N	N	N	#64c8c8
