CLTS_NAME	BIPA_GRAPHEME	GRAPHEME	URL
unrounded close-mid front vowel	e	e	https://chridd.nfshost.com/diachronica/search?q=e
long unrounded close-mid front vowel	eː	eː	https://chridd.nfshost.com/diachronica/search?q=e%cb%90
unrounded close-mid front with_low_tone vowel	è	è	https://chridd.nfshost.com/diachronica/search?q=e%cc%80
unrounded close-mid front with_high_tone vowel	é	é	https://chridd.nfshost.com/diachronica/search?q=e%cc%81
unrounded close-mid front with_falling_tone vowel	ê	ê	https://chridd.nfshost.com/diachronica/search?q=e%cc%82
nasalized unrounded close-mid front vowel	ẽ	ẽ	https://chridd.nfshost.com/diachronica/search?q=e%cc%83
long nasalized unrounded close-mid front vowel	ẽː	ẽː	https://chridd.nfshost.com/diachronica/search?q=e%cc%83%cb%90
unrounded close-mid front with_mid_tone vowel	ē	ē	https://chridd.nfshost.com/diachronica/search?q=e%cc%84
non-syllabic unrounded close-mid front vowel	e̯	e̯	https://chridd.nfshost.com/diachronica/search?q=e%cc%af
creaky unrounded close-mid front vowel	ḛ	ḛ	https://chridd.nfshost.com/diachronica/search?q=e%cc%b0
rounded close-mid front vowel	ø	ø	https://chridd.nfshost.com/diachronica/search?q=%c3%b8
long rounded close-mid front vowel	øː	øː	https://chridd.nfshost.com/diachronica/search?q=%c3%b8%cb%90
unrounded close-mid central vowel	ɘ	ɘ	https://chridd.nfshost.com/diachronica/search?q=%c9%98
rounded close-mid central vowel	ɵ	ɵ	https://chridd.nfshost.com/diachronica/search?q=%c9%b5
long rounded close-mid central vowel	ɵː	ɵː	https://chridd.nfshost.com/diachronica/search?q=%c9%b5%cb%90
unrounded close-mid back vowel	ɤ	ɤ	https://chridd.nfshost.com/diachronica/search?q=%c9%a4
long unrounded close-mid back vowel	ɤː	ɤː	https://chridd.nfshost.com/diachronica/search?q=%c9%a4%cb%90
rounded close-mid back vowel	o	o	https://chridd.nfshost.com/diachronica/search?q=o
long rounded close-mid back vowel	oː	oː	https://chridd.nfshost.com/diachronica/search?q=o%cb%90
rounded close-mid back with_low_tone vowel	ò	ò	https://chridd.nfshost.com/diachronica/search?q=o%cc%80
rounded close-mid back with_high_tone vowel	ó	ó	https://chridd.nfshost.com/diachronica/search?q=o%cc%81
rounded close-mid back with_falling_tone vowel	ô	ô	https://chridd.nfshost.com/diachronica/search?q=o%cc%82
nasalized rounded close-mid back vowel	õ	õ	https://chridd.nfshost.com/diachronica/search?q=o%cc%83
long nasalized rounded close-mid back vowel	õː	õː	https://chridd.nfshost.com/diachronica/search?q=o%cc%83%cb%90
ultra-short rounded close-mid back vowel	ŏ	ŏ	https://chridd.nfshost.com/diachronica/search?q=o%cc%86
non-syllabic rounded close-mid back vowel	o̯	o̯	https://chridd.nfshost.com/diachronica/search?q=o%cc%af
creaky rounded close-mid back vowel	o̰	o̰	https://chridd.nfshost.com/diachronica/search?q=o%cc%b0
unrounded mid central vowel	ə	ə	https://chridd.nfshost.com/diachronica/search?q=%c9%99
long unrounded mid central vowel	əː	əː	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cb%90
unrounded mid central with_high_tone vowel	ə́	ə́	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%81
nasalized unrounded mid central vowel	ə̃	ə̃	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%83
long nasalized unrounded mid central vowel	ə̃ː	ə̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%83%cb%90
unrounded mid central with_mid_tone vowel	ə̄	ə̄	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%84
ultra-short unrounded mid central vowel	ə̆	ə̆	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%86
non-syllabic unrounded mid central vowel	ə̯	ə̯	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%af
creaky unrounded mid central vowel	ə̰	ə̰	https://chridd.nfshost.com/diachronica/search?q=%c9%99%cc%b0
unrounded open-mid front vowel	ɛ	ɛ	https://chridd.nfshost.com/diachronica/search?q=%c9%9b
long unrounded open-mid front vowel	ɛː	ɛː	https://chridd.nfshost.com/diachronica/search?q=%c9%9b%cb%90
nasalized unrounded open-mid front vowel	ɛ̃	ɛ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%9b%cc%83
long nasalized unrounded open-mid front vowel	ɛ̃ː	ɛ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%9b%cc%83%cb%90
rounded open-mid front vowel	œ	œ	https://chridd.nfshost.com/diachronica/search?q=%c5%93
long rounded open-mid front vowel	œː	œː	https://chridd.nfshost.com/diachronica/search?q=%c5%93%cb%90
nasalized rounded open-mid front vowel	œ̃	œ̃	https://chridd.nfshost.com/diachronica/search?q=%c5%93%cc%83
unrounded open-mid central vowel	ɜ	ɜ	https://chridd.nfshost.com/diachronica/search?q=%c9%9c
long unrounded open-mid central vowel	ɜː	ɜː	https://chridd.nfshost.com/diachronica/search?q=%c9%9c%cb%90
unrounded open-mid back vowel	ʌ	ʌ	https://chridd.nfshost.com/diachronica/search?q=%ca%8c
nasalized unrounded open-mid back vowel	ʌ̃	ʌ̃	https://chridd.nfshost.com/diachronica/search?q=%ca%8c%cc%83
long nasalized unrounded open-mid back vowel	ʌ̃ː	ʌ̃ː	https://chridd.nfshost.com/diachronica/search?q=%ca%8c%cc%83%cb%90
rounded open-mid back vowel	ɔ	ɔ	https://chridd.nfshost.com/diachronica/search?q=%c9%94
long rounded open-mid back vowel	ɔː	ɔː	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cb%90
nasalized rounded open-mid back vowel	ɔ̃	ɔ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%83
long nasalized rounded open-mid back vowel	ɔ̃ː	ɔ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%83%cb%90
non-syllabic rounded open-mid back vowel	ɔ̯	ɔ̯	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%af
creaky rounded open-mid back vowel	ɔ̰	ɔ̰	https://chridd.nfshost.com/diachronica/search?q=%c9%94%cc%b0
unrounded near-open front vowel	æ	æ	https://chridd.nfshost.com/diachronica/search?q=%c3%a6
long unrounded near-open front vowel	æː	æː	https://chridd.nfshost.com/diachronica/search?q=%c3%a6%cb%90
nasalized unrounded near-open front vowel	æ̃	æ̃	https://chridd.nfshost.com/diachronica/search?q=%c3%a6%cc%83
ultra-short unrounded near-open front vowel	æ̆	æ̆	https://chridd.nfshost.com/diachronica/search?q=%c3%a6%cc%86
unrounded near-open central vowel	ɐ	ɐ	https://chridd.nfshost.com/diachronica/search?q=%c9%90
unrounded open front vowel	a	a	https://chridd.nfshost.com/diachronica/search?q=a
long unrounded open front vowel	aː	aː	https://chridd.nfshost.com/diachronica/search?q=a%cb%90
nasalized unrounded open front vowel	ã	ã	https://chridd.nfshost.com/diachronica/search?q=a%cc%83
long nasalized unrounded open front vowel	ãː	ãː	https://chridd.nfshost.com/diachronica/search?q=a%cc%83%cb%90
unrounded open front with_mid_tone vowel	ā	ā	https://chridd.nfshost.com/diachronica/search?q=a%cc%84
ultra-short unrounded open front vowel	ă	ă	https://chridd.nfshost.com/diachronica/search?q=a%cc%86
non-syllabic unrounded open front vowel	a̯	a̯	https://chridd.nfshost.com/diachronica/search?q=a%cc%af
creaky unrounded open front vowel	a̰	a̰	https://chridd.nfshost.com/diachronica/search?q=a%cc%b0
unrounded open back vowel	ɑ	ɑ	https://chridd.nfshost.com/diachronica/search?q=%c9%91
long unrounded open back vowel	ɑː	ɑː	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cb%90
unrounded open back with_high_tone vowel	ɑ́	ɑ́	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%81
nasalized unrounded open back vowel	ɑ̃	ɑ̃	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%83
long nasalized unrounded open back vowel	ɑ̃ː	ɑ̃ː	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%83%cb%90
unrounded open back with_mid_tone vowel	ɑ̄	ɑ̄	https://chridd.nfshost.com/diachronica/search?q=%c9%91%cc%84
rounded open back vowel	ɒ	ɒ	https://chridd.nfshost.com/diachronica/search?q=%c9%92
long rounded open back vowel	ɒː	ɒː	https://chridd.nfshost.com/diachronica/search?q=%c9%92%cb%90
voiceless bilabial stop consonant	p	◌͜p	https://chridd.nfshost.com/diachronica/search?q=%cd%9cp
voiceless alveolar sibilant fricative consonant	s	◌͜s	https://chridd.nfshost.com/diachronica/search?q=%cd%9cs
voiced alveolar sibilant fricative consonant	z	◌͜z	https://chridd.nfshost.com/diachronica/search?q=%cd%9cz
voiceless uvular fricative consonant	χ	◌͡χ	https://chridd.nfshost.com/diachronica/search?q=%cd%a1%cf%87
short from-low tone	¹	1	https://chridd.nfshost.com/diachronica/search?q=1
short from-mid-low tone	²	2	https://chridd.nfshost.com/diachronica/search?q=2
short from-mid tone	³	3	https://chridd.nfshost.com/diachronica/search?q=3
short from-mid-high tone	⁴	4	https://chridd.nfshost.com/diachronica/search?q=4
short from-high tone	⁵	5	https://chridd.nfshost.com/diachronica/search?q=5
voiced alveolo-palatal nasal consonant	ȵ	ȵ	https://chridd.nfshost.com/diachronica/search?q=%c8%b5
rhotacized unrounded mid central vowel	ə˞	ɚ	https://chridd.nfshost.com/diachronica/search?q=%c9%9a
unrounded close with-frication back vowel	ɿ	ɿ	https://chridd.nfshost.com/diachronica/search?q=%c9%bf
unrounded close with-frication central vowel	ʅ	ʅ	https://chridd.nfshost.com/diachronica/search?q=%ca%85
